occupy,'ɑkjupaɪ,v. 占据，占领；居住；使忙碌,He occupies the house without paying any rent.,他住在这幢房子里，没有付一分钱房租。
vanish,'vænɪʃ,v. 消失；突然不见；成为零；n. 弱化音,My keys were here a minute ago but now they’ve vanished.,我的钥匙刚刚还在这里，现在却不翼而飞了。
elaborate,ɪ'læbəret,adj. 精心制作的；详尽的；煞费苦心的；v. 精心制作；详细阐述；从简单成分合成（复杂有机物）,pure silks embroidered with elaborate patterns,绣有精美图案的真丝衣服
severe,sɪ'vɪr,adj. 严峻的；严厉的；剧烈的；苛刻的,His injuries were quite severe.,他的伤势很严重。
cease,sis,v. 停止；终了；n. 停止,The things people will do for charity never cease to amaze me (= I am always surprised by them ) .,人们的慈善义举总是让我感到惊讶。
ancient,ˈeɪnʃənt,adj. 古代的；古老的，过时的；年老的；n. 古代人；老人,the ancient civilizations of Asia,亚洲的古代文明
toxic,'tɑksɪk,adj. 有毒的；中毒的,fumes from a toxic waste dump,有毒废料堆产生的毒气
intimate,ˈɪntəmɪt,adj. 亲密的；私人的；精通的；有性关系的；n. 知己；至交；v. 暗示；通知；宣布,an intimate friend of Picasso’s,毕加索的一个密友
episode,'ɛpɪsod,n. 插曲；一段情节；插话；有趣的事件,Watch next week’s thrilling episode!,请收看下周精彩的一集！
wholly,'holli,adv. 完全地；全部；统统,a wholly satisfactory solution,完全令人满意的解决办法
custom,'kʌstəm,n. 习惯，惯例；风俗；海关，关税；经常光顾；[总称]（经常性的）顾客；adj. （衣服等）定做的，定制的,"He awoke early, as was his custom.",他很早醒来，这是他的习惯。
implication,'ɪmplɪ'keʃən,n. 含义；暗示；牵连，卷入；可能的结果，影响,This election has profound implications for the future of U.S. democracy.,对于美国民主的未来而言，这次选举影响深远。
controversial,",kɑntrə'vɝʃl",adj. 有争议的；有争论的,the controversial issue of welfare reform,福利改革这一有争议的话题
meat,mit,n. 肉，肉类（食用）,I gave up eating meat a few months ago.,我几个月以前开始不吃肉了。
marine,mə'rin,adj. 船舶的；海生的；海产的；航海的，海运的；n. 海运业；舰队；水兵；（海军）士兵或军官,the enormous variety of marine life,海洋生物繁多的种类
project,prəˈdʒɛkt; prɑdʒɛkt,v. 设计；计划；表达；投射；n. 工程；计划；事业,the projected closure of the hospital,计划关闭这所医院
congress,'kɑŋɡrəs,n. 国会；代表大会；会议；社交,a congress of the ruling Labor Party,执政党工党的代表大会
membership,'mɛmbɚʃɪp,n. 资格；成员资格；会员身份,You should carry your membership card with you at all times.,你应该随身携带会员卡。
locate,ˈloˌket; loˈket,v. 位于；查找…的地点,We couldn’t locate the source of the radio signal.,我们无法确定无线电信号的来源。
airline,'ɛrlaɪn,n. 航空公司；航线；adj. 航线的,an airline pilot,航空公司飞行员
efficiency,ɪ'fɪʃənsi,n. 效率；效能；功效,considerable advancements in energy efficiency,能源效率的显著提高
hip,hɪp,n. 臀部；蔷薇果；忧郁；adj. 熟悉内情的；非常时尚的,She stood there with her hands on her hips glaring at him.,她站在那里，双手叉腰瞪着他。
wisdom,'wɪzdəm,n. 智慧，才智；明智；学识；至理名言,a man of great wisdom,一个有大智慧的男人
practically,'præktɪkli,adv. 实际地；几乎；事实上,I’ve read practically all of his books.,我差不多读过他所有的书。
detach,dɪ'tætʃ,v. 分离；派遣；使超然,Detach the white part of the application form and keep it for reference only.,取下申请表的白色部分，仅备参考。
owner,'onɚ,n. [经] 所有者；物主,He was now the proud owner of a bright red sports car.,他现在拥有了一辆亮红色跑车，很是自豪。
path,pæθ,n. 道路；小路；轨道,I walked nervously up the garden path towards the front door.,我提心吊胆地沿着花园的小道向前门走去。
stem,stɛm,n. 干；茎；船首；血统；v. 阻止；除去…的茎；给…装柄,long-stemmed wine glasses,高脚酒杯
god,ɡɑd,n. 神；（大写首字母时）上帝；vt. 膜拜，崇拜,Prayer is a way of talking to God.,祈祷是同上帝交流的一种方式。
exhibit,ɪɡ'zɪbɪt,v. 展览；显示；提出（证据等）；n. 展览品；证据；展示会,Her paintings have been exhibited all over the world.,她的绘画作品在世界各地展出。
proportion,prə'pɔrʃən,n. 比例，占比；部分；面积；均衡；v. 使成比例；使均衡；分摊,A large proportion of the dolphins in that area will eventually die.,那个地区的很大一部分海豚最终都会死去。
splash,splæʃ,v. 溅，泼；用使液体飞溅；n. 飞溅的水；污点；卖弄,The children were splashing about in the pool.,孩子们在水池里戏水。
bypass,'baɪpæs,v. 绕开；忽视；设旁路；迂回；n. 旁路；[公路] 支路,Francis bypassed his manager and wrote straight to the director.,弗朗西斯绕过他的经理，直接写信给董事。
alcohol,'ælkəhɔl,n. 酒精，乙醇,I don’t drink alcohol anymore.,我不再喝酒了。
paint,,v. 油漆；绘画；装饰；涂色于；描绘；（用语言，文字等）描写；擦脂粉等；n. 油漆；颜料，涂料；绘画作品；胭脂等化妆品；色彩，装饰,The ceiling needs painting.,天花板需要粉刷了。
breath,brɛθ,n. 呼吸，气息；一口气，（呼吸的）一次；瞬间，瞬息；微风；迹象；无声音，气音,"Slow down, I need to catch my breath.",慢一点，我要喘口气。
plate,pleɪt,n. 碟；金属板；金属牌；感光底片；v. 电镀；给…装甲,The brass plate on the door said ‘Dr Rackman’.,黄铜门牌上写着“雷克曼博士”。
superior,səˈpɪriər,adj. 上级的；优秀的，出众的；高傲的；n. 上级，长官；优胜者，高手；长者,She had that superior tone of voice.,她带着那种傲慢的语气。
loom,lum,n. 织布机；若隐若现的景象；v. 可怕地出现；朦胧地出现；隐约可见,"Vincent loomed over me, as pale and grey as a tombstone.",文森特赫然出现在我面前，脸色苍白阴沉得像块墓碑。
violence,'vaɪələns,n. 暴力；侵犯；激烈；歪曲,There is too much sex and violence on TV these days.,如今电视上性爱和暴力场面太多。
operator,'ɑpəretɚ,n. 经营者；操作员；话务员；行家,computers which can be used by untrained operators,未经训练的操作者也可使用的电脑
obligation,",ɑblɪ'ɡeʃən",n. 义务；职责；债务,Employers have an obligation to treat all employees equally.,雇主有责任对所有员工一视同仁。
dead,dɛd,adj. 无生命的；呆板的；废弃了的；adv. 完全地；n. 死者,Her mother had been dead for ten years.,她母亲去世十年了。
holiday,'hɑləde,n. 假日；节日；休息日；v. 外出度假,The school holidays start tomorrow.,学校假期从明天开始。
maximum,ˈmæksəməm,n. [数] 极大，最大限度；最大量；adj. 最高的；最多的；最大极限的,"We might have a third child, but that’s the absolute maximum .",我们可能会要第三个孩子，但这绝对是极限了。
sponsor,'spɑnsɚ,n. 赞助者；主办者；保证人；v. 赞助；发起,You cannot get a work visa without an American sponsor.,如果没有美国担保人就拿不到工作签证。
accompany,ə'kʌmpəni,v. 陪伴，伴随；伴奏,Children under 14 must be accompanied by an adult.,14岁以下儿童必须有成人陪同。
bother,'bɑðɚ,v. 烦扰，打扰；使……不安；使……恼怒；n. 麻烦；烦恼,"Danny, don’t bother Ellen while she’s reading.",丹尼，埃伦看书的时候不要去打扰她 。
delay,dɪ'le,v. 延期；耽搁；n. 延期；耽搁；被耽搁或推迟的时间,Don’t delay – send off for the information now.,别犹豫——即刻去函索取信息。
click,klɪk,v. 点击；使发咔哒声；n. 单击；滴答声,The door clicked shut behind me.,门在我身后咔嗒一声关上了。
vague,veɡ,adj. 模糊的；含糊的；不明确的；暧昧的；n. (Vague)人名；(法)瓦格；(英)韦格,The governor gave only a vague outline of his tax plan.,州长只是含糊地大致说了一下他的税务计划。
noble,'nobl,adj. 高尚的；贵族的；惰性的；宏伟的；n. 贵族；vt. 抓住；逮捕,It’s very noble of you to spend all your weekends helping the old folk.,你心地真好，周末的时间全都用来帮助老人。
applicable,'æplɪkəbl,adj. 可适用的；可应用的；合适的,What is a reasonable standard for one family is not applicable for another.,对一个家庭合理的标准对于另一个家庭并不适用。
smart,smɑrt,adj. 聪明的；巧妙的；敏捷的；厉害的；潇洒的；剧烈的；时髦的；n. (Smart)人名；(法)斯马尔；(英、德)斯马特,The smart kids get good grades and go off to college.,聪明的孩子成绩好，可以去上大学。
slack,slæk,adj. 松弛的；疏忽的；不流畅的；v. 松懈；减弱；n. 煤末；峡谷；adv. 马虎地；缓慢地,Keep the rope slack until I tell you to pull it.,让绳子松着，直到我叫你拉紧。
attain,ə'ten,v. 达到，实现；获得；到达；n. 成就,More women are attaining positions of power.,越来越多的女性获得要职。
initiative,ɪ'nɪʃətɪv,n. 主动权；首创精神；adj. 主动的；自发的；起始的,Why don’t you take the initiative and ask him out?,为什么你不主动约他出去呢？
reinforce,",riɪn'fɔrs",v. 加强，加固；强化；补充；n. 加强；加固物；加固材料,The film reinforces the idea that women should be pretty and dumb.,这部影片强化了这个观点——女人要漂亮，而且要笨一些。
impressive,ɪm'prɛsɪv,adj. 感人的；令人钦佩的；给人以深刻印象的,The figures certainly look impressive.,这些数字看上去确实很可观。
crop,krɑp,n. 产量；农作物；庄稼；平头；v. 种植；收割；修剪；剪短,The main crops were oats and barley.,主要作物是燕麦和大麦。
submit,səb'mɪt,v. 使服从；主张；呈递,"In desperation, Mrs. Jones submitted to an operation on her right knee to relieve the pain.",绝望中，琼斯夫人不得已接受了一次她右膝的手术以减轻疼痛。
impression,ɪm'prɛʃən,n. 印象；效果，影响；压痕，印记；感想；曝光（衡量广告被显示的次数。打开一个带有该广告的网页，则该广告的impression 次数增加一次）,When we looked around the school we got a very good impression.,我们参观了学校，对它的印象很好。
spur,spɝ,n. 鼓舞，刺激；马刺；山坡；v. 骑马疾驰；给予刺激,The crowd’s reaction only acted as a spur.,人群的反应不过起了刺激作用。
react,ri'ækt,v. 反应；影响；反抗；起反作用,He reacted angrily to the suggestion that he had lied.,说他撒谎，他非常生气。
exemplify,ɪɡ'zɛmplɪfaɪ,v. 例证；例示,"All these recipes exemplify my cooking: healthy, delicious and quick.",所有这些食谱例证了我的饭菜：健康、美味、快捷。
prepare,prɪ'pɛr,v. 准备；使适合；装备；起草,The prosecution wanted more time to prepare their case.,原告想要有更多的时间来准备诉讼。
contact,'kɑntækt,n. 接触，联系；v. 使接触，联系,The town is cut off from contact with the outside world.,小镇与外界的联系被切断了。
attach,ə'tætʃ,v. 使依附；贴上；系上；使依恋,We attach labels to things before we file them away.,我们在把东西归档前先给它们贴上标签。
pace,pes,n. 一步；步速；步伐；速度；v. 踱步；缓慢而行,"He quickened his pace , longing to be home.",他加快步伐，盼望着早点回到家中。
nervous,'nɝvəs,adj. 神经的；紧张不安的；强健有力的,I wish you’d stop looking at me like that. You’re making me nervous.,我希望你不要再那样看着我了，你让我紧张。
fee,fi,n. 费用；酬金；小费；v. 付费给……,You can use the gym and pool for a fee of £35 a month.,月付35英镑，即可使用健身房和游泳池。
guess,ɡɛs,v. 猜测；认为；推测；猜中；n. 猜测；推测,"I’d say he’s around 50, but I’m only guessing.",我想他50岁左右，不过也只是猜测。
reluctant,rɪ'lʌktənt,adj. 不情愿的；勉强的；顽抗的,She gave a reluctant smile.,她勉强笑了笑。
leaf,lif,n. 叶子；（书籍等的）一张；扇页；v. 生叶；翻书页,a flowering bush with large shiny leaves,叶子大而油亮的开花灌木
surgery,'sɝdʒəri,n. 外科；外科手术；手术室；诊疗室,Dr. Hanson is in surgery.,汉森医生在手术室。
personnel,",pɝsə'nɛl",n. 人事部门；全体人员；adj. 人员的；有关人事的,A copy should then be sent to Personnel for our files.,然后必须送一份到人事部供我们存档。
fan,fæn,v. 煽动；刺激；吹拂；n. 迷；风扇；爱好者,Her resistance only fanned his desire.,她的反抗反而激起了他的欲望。
delicate,ˈdɛlɪkɪt,adj. 微妙的；精美的，雅致的；柔和的；易碎的；纤弱的；清淡可口的,There’s something I have to speak to you about – it’s a delicate matter .,我有件事要跟你讲——是一件需要谨慎处理的事。
castle,'kæsl,n. 城堡；象棋中的车；v. 置…于城堡中；筑城堡防御,Edinburgh Castle,爱丁堡城堡
criterion,kraɪˈtɪriən,n. （批评判断的）标准；准则；规范；准据,the criteria we use to select candidates,我们挑选候选人的标准
concentration,'kɑnsn'treʃən,n. 浓度；集中；浓缩；专心；集合,She needed all her powers of concentration to stop herself from slipping on the icy road.,她需要集中全部注意力才能不让自己在结冰的路上滑倒。
obscure,əb'skjʊr,adj. 昏暗的，朦胧的；晦涩的，不清楚的；隐蔽的；不著名的，无名的；v. 使…模糊不清，掩盖；隐藏；使难理解；n. 某种模糊的或不清楚的东西,an obscure poet,名不见经传的诗人
beard,bɪrd,v. 公然反对；抓…的胡须；n. 胡须；颌毛,He's decided to grow a beard.,他已经决定蓄胡须。
sentiment,'sɛntɪmənt,n. 感情，情绪；情操；观点；多愁善感,Similar sentiments were expressed by many politicians.,许多政治家都表达了相同的观点。
comprehensive,ˌkɑːmprɪˈhensɪv,adj. 综合的；广泛的；有理解力的；n. 综合学校；专业综合测验,We offer our customers a comprehensive range of financial products.,我们为客户提供全面的金融产品。
pastime,'pæstaɪm,n. 娱乐，消遣,Reading was her favourite pastime.,阅读是她最喜爱的消遣方式。
pregnant,'prɛɡnənt,adj. 怀孕的；富有意义的,care for pregnant women,孕妇保健
behave,bɪ'hev,v. 表现；（机器等）运转；举止端正；（事物）起某种作用,She behaved in a very responsible way .,她表现得很有责任心。
implicit,ɪm'plɪsɪt,adj. 含蓄的；暗示的；盲从的,...an implicit warning to the Moroccans not to continue or repeat the military actions they began a week ago.,…叫摩洛哥人不要继续或重复一周前开始的军事行动的含蓄警告。
perform,pɚ'fɔrm,v. 执行；完成；演奏,Surgeons performed an emergency operation.,外科医生做了一个急诊手术。
china,tʃaɪnə,n. 瓷器；adj. 瓷制的,china teacups,瓷茶杯
revive,rɪ'vaɪv,v. 复兴；复活；苏醒；恢复精神,Local people have decided to revive this centuries-old tradition.,当地人决定复兴这一延续了数个世纪的传统。
precious,'prɛʃəs,adj. 宝贵的；珍贵的；矫揉造作的；n. (Precious)人名；(英)普雷舍斯，普雷舍丝(女名),planes delivering precious supplies of medicine and food,运送药品、食品等宝贵物资的飞机
pilgrim,'pɪlɡrɪm,n. 朝圣者；漫游者；（美）最初的移民；vi. 去朝圣；漫游,pilgrims visiting a holy shrine,祭拜圣庙的朝圣者
likewise,'laɪkwaɪz,adv. 同样地；也,Nanny put on a shawl and told the girls to do likewise.,南妮披上披肩，并叫女孩们也这样做。
prize,praɪz,n. 奖品；奖赏；战利品；v. 珍视；捕获；估价；adj. 获奖的,"In this month’s competition you could win a prize worth £3,000.","在本月的竞赛中您可以赢得价值3,000英镑的奖品。"
strict,strɪkt,adj. 严格的；绝对的；精确的；详细的,a strict teacher,严格的老师
elevate,'ɛlɪvet,v. 提升；举起；振奋情绪等；提升…的职位,Language has elevated humans above the other animals.,语言使人类高于其他动物。
inch,ɪntʃ,n. 英寸；身高；少许；v. 使缓慢地移动,The curtains were an inch too short.,窗帘短了一英寸。
surpass,sə'pæs,v. 超越；胜过，优于；非…所能办到或理解,He had surpassed all our expectations .,他超越了我们所有的预期。
address,ə'drɛs,v. 演说；从事；忙于；写姓名地址；向…致辞；与…说话；提出；处理；n. 地址；演讲；致辞；说话的技巧；称呼,"Send a stamped, self-addressed envelope (=  with your address on it so it can be sent back to you  ) .",寄上一个贴好邮票的、写有回邮地址的信封。
missing,'mɪsɪŋ,adj. 失踪的；缺少的；v. 错过（miss的ing形式）；想念；漏掉；n. (Missing)人名；(德)米辛,We found the missing piece of the jigsaw under the chair.,我们在椅子下面找到了那块丢失的拼图。
hypothesis,haɪ'pɑθəsɪs,n. 假设,One hypothesis is that the victim fell asleep while driving.,一种假设是受害人开车时睡着了。
novelty,'nɑvlti,n. 新奇；新奇的事物；新颖小巧而廉价的物品,Many toys have no attraction beyond their novelty value.,许多玩具除了有些新奇感之外，别无吸引力。
protect,prə'tɛkt,v. 保护，防卫；警戒,Are we doing enough to protect the environment?,我们在保护环境方面做得够吗？
clock,klɑk,n. 时钟；计时器；v. 记录；记时,I heard the clock strike six (= make six loud sounds ) .,我听到钟敲了六下。
enlighten,ɪn'laɪtn,v. 启发，启蒙；教导，开导；照耀,A few dedicated doctors have fought for years to enlighten the profession.,少数富有献身精神的医生为启蒙这一行业而奋斗多年。
biology,baɪ'ɑlədʒi,n. （一个地区全部的）生物；生物学,a degree in biology,生物学学位
comparison,kəm'pærɪsn,n. 比较；对照；比喻；比较关系,Her paintings invite comparison with those of the early Impressionists (= they remind you of them ) .,她的画作让人想起早期的印象派作品。
accomplish,ə'kɑmplɪʃ,v. 完成；实现；达到,We have accomplished all we set out to do.,所有计划要做的事情，我们都已完成。
audience,'ɔdɪəns,n. 观众；听众；读者；接见；正式会见；拜会,The audience began clapping and cheering.,观众开始鼓掌欢呼。
profitable,'prɑfɪtəbl,adj. 有利可图的；赚钱的；有益的,The advertising campaign proved very profitable.,事实证明，这次广告宣传活动卓有成效。
pride,praɪd,n. 自豪；骄傲；自尊心；v. 使得意，以…自豪,He wore his medals with pride.,他自豪地戴着奖章。
danger,'dendʒɚ,n. 危险；危险物，威胁,Danger! No boats beyond this point.,危险！船只不可越过此处。
resistance,rɪ'zɪstəns,n. 阻力；电阻；抵抗；反抗；抵抗力,disease resistance,抗病能力
resent,rɪ'zɛnt,v. 怨恨；愤恨；厌恶,Paul resented the fact that Carol didn’t trust him.,保罗非常气愤，因为卡萝尔不信任他。
familiar,fə'mɪljɚ,adj. 熟悉的；常见的；亲近的；n. 常客；密友,a familiar tune,熟悉的曲调
gender,'dʒɛndɚ,n. 性；性别；性交；vt. 生（过去式gendered，过去分词gendered，现在分词gendering，第三人称单数genders，形容词genderless）,people of the same gender,同性别的人
victim,'vɪktɪm,n. 受害人；牺牲品；牺牲者,The victim received head injuries from which she died a week later.,受害人头部受伤，一周后死亡。
resume,,n. 摘要；[管理] 履历，简历；v. 重新开始，继续；恢复，重新占用,a brief résumé of the day’s events,当天活动的概述
grasp,ɡræsp,n. 抓住；理解；控制；v. 抓住；领会,Luke took her arm in a firm grasp and led her through the gate.,卢克紧紧抓着她的胳膊，领她进了门。
evil,'ivl,adj. 邪恶的；不幸的；有害的；讨厌的；n. 罪恶，邪恶；不幸,an evil dictator responsible for the deaths of millions,应对数百万人之死负责的邪恶独裁者
effective,ɪ'fɛktɪv,adj. 有效的，起作用的；实际的，实在的；给人深刻印象,The cheaper drugs are just as effective in treating arthritis.,较便宜的药品对治疗关节炎同样有效。
wander,'wɑndɚ,v. 徘徊；漫步；迷路；离题；n. (Wander)人名；(英)万德(女子教名),She wandered aimlessly about the house.,她漫无目的地在房子里走来走去。
extract,'ɛkstrækt,v. 提取；取出；摘录；榨取；n. 汁；摘录；榨出物；选粹,You’ll have to have that tooth extracted.,你得把那颗牙拔掉。
dependent,dɪ'pɛndənt,adj. 依靠的；从属的；取决于…的；n. 依赖他人者；受赡养者,Jan’s mother was dependent on her for physical care.,简的母亲要靠简来照顾。
coherent,ko'hɪrənt,adj. 连贯的，一致的；明了的；清晰的；凝聚性的；互相耦合的；粘在一起的,The three years of the course are planned as a coherent whole.,这三年的课程是作为连贯的整体来安排的。
hook,hʊk,n. 挂钩，吊钩；v. 钩住；引上钩,Tom hung his coat on the hook behind the door.,汤姆把外套挂在门后的衣钩上。
factory,'fæktri,n. 工厂；制造厂；代理店,a car factory,汽车制造厂
prefer,prɪ'fɝ,v. 更喜欢；宁愿；提出；提升,This type of owl prefers a desert habitat.,这种猫头鹰更喜欢沙漠的生活环境。
guidance,'gaɪdns,n. 指导，引导；领导,a missile with a sophisticated electronic guidance system,有精密电子制导系统的导弹
regarding,rɪ'ɡɑrdɪŋ,prep. 关于，至于,"Regarding your recent inquiry, I have enclosed a copy of our new brochure.",关于你最近的咨询，我随信附上一本我们最新的手册。
auto,'ɔto,n. 汽车（等于automobile）；自动；vi. 乘汽车,imported autos,进口汽车
accident,'æksədənt,n. 事故；意外；[法] 意外事件；机遇,I met her quite by accident (=  completely by accident  ) .,我遇见她完全是偶然。
susceptible,sə'sɛptəbl,adj. 易受影响的；易感动的；容许…的；n. 易得病的人,A lot of TV advertising is aimed at susceptible young children.,很多电视广告瞄准了易受影响的幼儿。
statistical,stə'tɪstɪkl,adj. 统计的；统计学的,The report contains a great deal of statistical information.,该报告包含大量统计资料。
pupil,pjupl,n. 学生；[解剖] 瞳孔；未成年人,About 20 pupils study music here.,大约20名小学生在这里学习音乐。
intense,ɪn'tɛns,adj. 强烈的；紧张的；非常的；热情的,Young people today are under intense pressure to succeed.,如今的年轻人面临要出人头地的巨大压力。
preferable,'prɛfrəbl,adj. 更好的，更可取的；更合意的,"For this dish, fresh herbs and garlic are preferable.",做这道菜，用新鲜香草和大蒜更好。
panic,'pænɪk,n. 恐慌，惊慌；大恐慌；adj. 恐慌的；没有理由的；v. 使恐慌,a feeling of sheer panic,惊恐万分的感觉
equipment,ɪ'kwɪpmənt,n. 设备，装备；器材,a shop selling camping equipment,出售露营装备的商店
cool,kul,adj. 凉爽的；冷静的；出色的；v. 使…冷却；使…平静下来；n. 凉爽；凉爽的空气；adv. 冷静地,She swam out into the cool water.,她往外游向清凉的水里。
adequate,ˈædɪkwət,adj. 充足的；适当的；胜任的,Farmers have been slow to make adequate provision for their retirement.,农民们迟迟没有为退休做好适当安排。
attendance,ə'tɛndəns,n. 出席；到场；出席人数；考勤,"We have an average attendance of 4,000 fans per game.","每场比赛平均有4,000名球迷来观战。"
vessel,'vɛsl,n. 船，舰；[组织] 脉管，血管；容器，器皿,a fishing vessel,渔船
inspire,ɪn'spaɪɚ,v. 激发；鼓舞；启示；产生；使生灵感,We need someone who can inspire the team.,我们需要一个能鼓舞团队士气的人。
exploit,ɪk'splɔɪt,v. 开发，开拓；剥削；开采；n. 勋绩；功绩,Homeworkers can easily be exploited by employers.,在家工作的人容易被雇主剥削。
radio,'redɪo,n. 收音机；无线电广播设备；v. 用无线电进行通信,The last 12 months have been difficult ones for local radio.,最近的12个月对地方广播电台来说是艰难的。
remote,rɪ'mot,adj. 遥远的；偏僻的；疏远的；n. 远程,a remote border town,一个偏远的边境小镇
literature,lɪtərəˌtʃʊr,n. 文学；文献；文艺；著作,He has read many of the major works of literature.,他读过许多重要的文学作品。
format,'fɔrmæt,n. 格式；版式；开本；v. 使格式化；规定…的格式,a large-format book for the partially-sighted,一本给弱视者阅读的大开本的书
recipient,rɪ'sɪpɪənt,n. 容器，接受者；容纳者；adj. 容易接受的，感受性强的,...the largest recipient of U.S. foreign aid.,…最大的美国对外援助接受方。
persuade,pɚ'swed,v. 说服，劝说；使某人相信；劝某人做（不做）某事；adj. 空闲的，有闲的,He was fairly easily persuaded .,他很轻易就被说服了。
peak,pik,n. 山峰；最高点；顶点；帽舌；v. 使达到最高点；使竖起；adj. 最高的；最大值的,Sales this month have reached a new peak .,本月的销售额创了新高。
debate,dɪ'bet,v. 辩论，争论，讨论；n. 辩论；辩论会,The issue will be debated on Tuesday.,这个问题将在星期二讨论。
expression,ɪk'sprɛʃən,n. 表现，表示，表达；表情，脸色，态度，腔调，声调；式，符号；词句，语句，措辞，说法,Student leaders are demanding greater freedom of expression (= the right to say what you think without being punished ).,学生领袖要求得到更多的言论自由。
award,ə'wɔrd,v. 授予；判定；n. 奖品；判决,Moodie has been awarded a golf scholarship at the University of Hawaii.,穆迪获授夏威夷大学高尔夫奖学金。
abroad,ə'brɔd,adv. 在国外；到海外；adj. 往国外的；n. 海外；异国,I’ve never lived abroad before.,我以前从未在国外生活过。
ahead,ə'hɛd,adj. 向前；在前的；领先；adv. 向前地；领先地；在（某人或某事物的）前面；预先；在将来，为未来,He kept his gaze fixed on the car ahead.,他的目光一直盯着前面的那辆汽车。
barrier,'bærɪɚ,n. 障碍物，屏障；界线；vt. 把…关入栅栏,He advocated the removal of trade barriers.,他提倡消除贸易壁垒。
contend,kən'tɛnd,v. 竞争；奋斗；斗争；争论,"Inevitably, fights break out between the members of contending groups.",争权夺利的几个团体之间不可避免地发生了打斗。
survival,sɚ'vaɪvl,n. 幸存，残存；幸存者，残存物,The doctors gave him a one in ten chance of survival .,医生说他有十分之一的生存希望。
entrance,'ɛntrəns,n. 入口；进入；v. 使出神，使入迷,the station entrance,车站的入口处
selection,sɪ'lɛkʃən,n. 选择，挑选；选集；精选品,The judges have made their final selection.,评委已经作出最后的评选。
attend,ə'tɛnd,v. 出席；上（大学等）；照料；招待；陪伴,Only 12 people attended the meeting.,只有12个人出席了会议。
dare,dɛr,n. 挑战；挑动；v. 敢冒；不惧,Jones broke into a military base on a dare.,约翰接受了挑战，冲进一个军事基地。
comparative,kəm'pærətɪv,adj. 比较的；相当的；n. 比较级；对手,"After a lifetime of poverty, his last few years were spent in comparable comfort.",他穷了一辈子，最后几年还算过得比较舒适。
sudden,'sʌdn,adj. 突然的，意外的；快速的；n. 突然发生的事,a sudden change in the weather,天气的突然变化
tie,taɪ,v. 系；约束；打结；与…成平局；n. 领带；平局；鞋带；领结；不分胜负,He tied the ends of the plastic bag together.,他把塑料袋的两头系在一起。
alert,ə'lɝt,v. 警告；使警觉，使意识到；adj. 警惕的，警觉的；留心的；n. 警戒，警惕；警报,The school immediately alerted the police .,学校立即报了警。
reserve,rɪ'zɝv,n. 储备，储存；自然保护区；预备队；缄默；[金融] 储备金；v. 储备；保留；预约,$10 million in cash reserves,"1,000万美元的现金储备"
contest,kən'tɛst,v. 争辩；质疑；n. 竞赛；争夺；争论,His brothers are contesting the will.,他的兄弟们对遗嘱提出质疑。
trigger,'trɪɡɚ,v. 引发，引起；触发；n. 扳机；[电子] 触发器；制滑机,The assassination triggered off a wave of rioting.,这次暗杀事件引发了一阵骚乱。
pioneer,",paɪə'nɪr",n. 先锋；拓荒者；v. 开辟；倡导；提倡,the early pioneers of the Dakota territory,达科他地区的早期拓荒者
repair,rɪ'pɛr,v. 修理；修复；n. 修理，修补；修补部位,"Dad was up the ladder, repairing the roof.",爸爸在梯子上修补屋顶。
treat,trit,v. 治疗；对待；探讨；视为；n. 请客；款待,It was difficult to treat patients because of a shortage of medicine.,由于缺少药物，很难给病人治病。
crown,kraʊn,n. 王冠；花冠；王权；顶点；v. 加冕；居…之顶；表彰；使圆满完成,a hat with a high crown,高顶帽
slot,slɑt,n. 位置；狭槽；水沟；硬币投币口；v. 跟踪；开槽于,He dropped a coin into the slot and dialled.,他把一枚硬币投进了那个投币口，然后拨了号。
context,'kɑntɛkst,n. 环境；上下文；来龙去脉,The meaning of ‘mad’ depends on its context. mad,一词的意义要视上下文而定。
toll,tol,n. 通行费；代价；钟声；伤亡人数；v. 征收；敲钟,The death toll has risen to 83.,死亡人数已上升到83人。
advice,ædˈvaɪs; əd'vaɪs,n. 建议；忠告；劝告；通知,You should have followed my advice.,你真该听我的建议。
architecture,'ɑrkə'tɛktʃɚ,n. 建筑学；建筑风格；建筑式样；架构,He studied architecture at university.,他在大学里读的是建筑学。
qualification,",kwɑlɪfɪ'keʃən",n. 资格；条件；限制；赋予资格,He left school without any qualifications.,他离校时没有拿到任何文凭。
leisure,'liʒɚ,n. 闲暇；空闲；安逸；adj. 空闲的；有闲的；业余的,Most people now enjoy shorter working hours and more leisure time.,现在大多数人都喜欢工作时间短些，闲暇时间多些。
organize,ɔrɡənˌaɪz,v. 组织；使有系统化；给予生机；组织成立工会等,The course was organized by a training company.,这一课程是由一家培训公司组织的。
supplement,'sʌplɪmənt,v. 增补，补充；n. 增补，补充；补充物；增刊，副刊,...people doing extra jobs outside their regular jobs to supplement their incomes.,…在固定工作之余做兼职以增加收入的人们。
amateur,ˈæmətər,n. 爱好者；业余爱好者；外行；adj. 业余的；外行的,a gifted amateur,有天赋的业余爱好者
athlete,'æθlit,n. 运动员，体育家；身强力壮的人,a professional athlete,一位专业运动员
enormous,ɪ'nɔrməs,adj. 庞大的，巨大的；凶暴的，极恶的,an enormous bunch of flowers,巨大的花束
strengthen,'strɛŋθn,v. 加强；巩固,Our friendship has steadily strengthened over the years.,我们的友谊逐年加深。
